wealth_tier,education_tier,residence,caste_group,barrier_type,N,demographic_cell,metric_type,value,data_rail
Rich,Primary,Rural,Don't Know,Household Barrier,47,Rich | Primary | Rural | Don't Know,BarrierLens AI Predicted Probability,0.275566,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Rural,Don't Know,Logistical Barrier,47,Rich | Primary | Rural | Don't Know,Observed Rate (NFHS-5),0.404255,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Rural,Don't Know,Logistical Barrier,47,Rich | Primary | Rural | Don't Know,BarrierLens AI Predicted Probability,0.449419,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Rural,Don't Know,Health Facility Barrier,47,Rich | Primary | Rural | Don't Know,Observed Rate (NFHS-5),0.531915,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Rural,Don't Know,Health Facility Barrier,47,Rich | Primary | Rural | Don't Know,BarrierLens AI Predicted Probability,0.530432,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Rural,No Caste/Tribe,Household Barrier,287,Rich | Primary | Rural | No Caste/Tribe,Observed Rate (NFHS-5),0.229965,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Rural,No Caste/Tribe,Household Barrier,287,Rich | Primary | Rural | No Caste/Tribe,BarrierLens AI Predicted Probability,0.450237,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Rural,No Caste/Tribe,Logistical Barrier,287,Rich | Primary | Rural | No Caste/Tribe,Observed Rate (NFHS-5),0.28223,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Rural,No Caste/Tribe,Logistical Barrier,287,Rich | Primary | Rural | No Caste/Tribe,BarrierLens AI Predicted Probability,0.469997,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Rural,No Caste/Tribe,Health Facility Barrier,287,Rich | Primary | Rural | No Caste/Tribe,Observed Rate (NFHS-5),0.484321,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Rural,No Caste/Tribe,Health Facility Barrier,287,Rich | Primary | Rural | No Caste/Tribe,BarrierLens AI Predicted Probability,0.52136,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Rural,Other Caste,Household Barrier,9922,Rich | Primary | Rural | Other Caste,Observed Rate (NFHS-5),0.199254,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Rural,Other Caste,Household Barrier,9922,Rich | Primary | Rural | Other Caste,BarrierLens AI Predicted Probability,0.390888,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Rural,Other Caste,Logistical Barrier,9922,Rich | Primary | Rural | Other Caste,Observed Rate (NFHS-5),0.267386,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Rural,Other Caste,Logistical Barrier,9922,Rich | Primary | Rural | Other Caste,BarrierLens AI Predicted Probability,0.43225,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Rural,Other Caste,Health Facility Barrier,9922,Rich | Primary | Rural | Other Caste,Observed Rate (NFHS-5),0.412921,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Rural,Other Caste,Health Facility Barrier,9922,Rich | Primary | Rural | Other Caste,BarrierLens AI Predicted Probability,0.44772,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Rural,Tribe,Household Barrier,570,Rich | Primary | Rural | Tribe,Observed Rate (NFHS-5),0.233333,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Rural,Tribe,Household Barrier,570,Rich | Primary | Rural | Tribe,BarrierLens AI Predicted Probability,0.457652,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Rural,Tribe,Logistical Barrier,570,Rich | Primary | Rural | Tribe,Observed Rate (NFHS-5),0.254386,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Rural,Tribe,Logistical Barrier,570,Rich | Primary | Rural | Tribe,BarrierLens AI Predicted Probability,0.47138,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Rural,Tribe,Health Facility Barrier,570,Rich | Primary | Rural | Tribe,Observed Rate (NFHS-5),0.4,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Rural,Tribe,Health Facility Barrier,570,Rich | Primary | Rural | Tribe,BarrierLens AI Predicted Probability,0.471078,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Urban,Don't Know,Household Barrier,90,Rich | Primary | Urban | Don't Know,Observed Rate (NFHS-5),0.155556,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Urban,Don't Know,Household Barrier,90,Rich | Primary | Urban | Don't Know,BarrierLens AI Predicted Probability,0.345059,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Urban,Don't Know,Logistical Barrier,90,Rich | Primary | Urban | Don't Know,Observed Rate (NFHS-5),0.288889,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Urban,Don't Know,Logistical Barrier,90,Rich | Primary | Urban | Don't Know,BarrierLens AI Predicted Probability,0.461627,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Urban,Don't Know,Health Facility Barrier,90,Rich | Primary | Urban | Don't Know,Observed Rate (NFHS-5),0.377778,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Urban,Don't Know,Health Facility Barrier,90,Rich | Primary | Urban | Don't Know,BarrierLens AI Predicted Probability,0.449698,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Urban,No Caste/Tribe,Household Barrier,329,Rich | Primary | Urban | No Caste/Tribe,Observed Rate (NFHS-5),0.231003,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Urban,No Caste/Tribe,Household Barrier,329,Rich | Primary | Urban | No Caste/Tribe,BarrierLens AI Predicted Probability,0.415628,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Urban,No Caste/Tribe,Logistical Barrier,329,Rich | Primary | Urban | No Caste/Tribe,Observed Rate (NFHS-5),0.197568,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Urban,No Caste/Tribe,Logistical Barrier,329,Rich | Primary | Urban | No Caste/Tribe,BarrierLens AI Predicted Probability,0.324101,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Urban,No Caste/Tribe,Health Facility Barrier,329,Rich | Primary | Urban | No Caste/Tribe,Observed Rate (NFHS-5),0.43769,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Urban,No Caste/Tribe,Health Facility Barrier,329,Rich | Primary | Urban | No Caste/Tribe,BarrierLens AI Predicted Probability,0.498568,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Urban,Other Caste,Household Barrier,7599,Rich | Primary | Urban | Other Caste,Observed Rate (NFHS-5),0.197131,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Urban,Other Caste,Household Barrier,7599,Rich | Primary | Urban | Other Caste,BarrierLens AI Predicted Probability,0.387632,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Urban,Other Caste,Logistical Barrier,7599,Rich | Primary | Urban | Other Caste,Observed Rate (NFHS-5),0.187525,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Urban,Other Caste,Logistical Barrier,7599,Rich | Primary | Urban | Other Caste,BarrierLens AI Predicted Probability,0.328051,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Urban,Other Caste,Health Facility Barrier,7599,Rich | Primary | Urban | Other Caste,Observed Rate (NFHS-5),0.391104,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Urban,Other Caste,Health Facility Barrier,7599,Rich | Primary | Urban | Other Caste,BarrierLens AI Predicted Probability,0.42802,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Urban,Tribe,Household Barrier,395,Rich | Primary | Urban | Tribe,Observed Rate (NFHS-5),0.164557,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Urban,Tribe,Household Barrier,395,Rich | Primary | Urban | Tribe,BarrierLens AI Predicted Probability,0.363998,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Urban,Tribe,Logistical Barrier,395,Rich | Primary | Urban | Tribe,Observed Rate (NFHS-5),0.18481,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Urban,Tribe,Logistical Barrier,395,Rich | Primary | Urban | Tribe,BarrierLens AI Predicted Probability,0.30802,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Urban,Tribe,Health Facility Barrier,395,Rich | Primary | Urban | Tribe,Observed Rate (NFHS-5),0.387342,Rail A — Observed Rate (NFHS-5)
Rich,Primary,Urban,Tribe,Health Facility Barrier,395,Rich | Primary | Urban | Tribe,BarrierLens AI Predicted Probability,0.398835,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Rural,Don't Know,Household Barrier,373,Rich | Secondary | Rural | Don't Know,Observed Rate (NFHS-5),0.080429,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Rural,Don't Know,Household Barrier,373,Rich | Secondary | Rural | Don't Know,BarrierLens AI Predicted Probability,0.213462,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Rural,Don't Know,Logistical Barrier,373,Rich | Secondary | Rural | Don't Know,Observed Rate (NFHS-5),0.217158,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Rural,Don't Know,Logistical Barrier,373,Rich | Secondary | Rural | Don't Know,BarrierLens AI Predicted Probability,0.373666,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Rural,Don't Know,Health Facility Barrier,373,Rich | Secondary | Rural | Don't Know,Observed Rate (NFHS-5),0.530831,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Rural,Don't Know,Health Facility Barrier,373,Rich | Secondary | Rural | Don't Know,BarrierLens AI Predicted Probability,0.546186,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Rural,No Caste/Tribe,Household Barrier,3110,Rich | Secondary | Rural | No Caste/Tribe,Observed Rate (NFHS-5),0.204502,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Rural,No Caste/Tribe,Household Barrier,3110,Rich | Secondary | Rural | No Caste/Tribe,BarrierLens AI Predicted Probability,0.397177,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Rural,No Caste/Tribe,Logistical Barrier,3110,Rich | Secondary | Rural | No Caste/Tribe,Observed Rate (NFHS-5),0.284566,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Rural,No Caste/Tribe,Logistical Barrier,3110,Rich | Secondary | Rural | No Caste/Tribe,BarrierLens AI Predicted Probability,0.448989,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Rural,No Caste/Tribe,Health Facility Barrier,3110,Rich | Secondary | Rural | No Caste/Tribe,Observed Rate (NFHS-5),0.446945,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Rural,No Caste/Tribe,Health Facility Barrier,3110,Rich | Secondary | Rural | No Caste/Tribe,BarrierLens AI Predicted Probability,0.4817,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Rural,Other Caste,Household Barrier,66760,Rich | Secondary | Rural | Other Caste,Observed Rate (NFHS-5),0.173352,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Rural,Other Caste,Household Barrier,66760,Rich | Secondary | Rural | Other Caste,BarrierLens AI Predicted Probability,0.356493,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Rural,Other Caste,Logistical Barrier,66760,Rich | Secondary | Rural | Other Caste,Observed Rate (NFHS-5),0.23246,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Rural,Other Caste,Logistical Barrier,66760,Rich | Secondary | Rural | Other Caste,BarrierLens AI Predicted Probability,0.394616,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Rural,Other Caste,Health Facility Barrier,66760,Rich | Secondary | Rural | Other Caste,Observed Rate (NFHS-5),0.384931,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Rural,Other Caste,Health Facility Barrier,66760,Rich | Secondary | Rural | Other Caste,BarrierLens AI Predicted Probability,0.424903,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Rural,Tribe,Household Barrier,5168,Rich | Secondary | Rural | Tribe,Observed Rate (NFHS-5),0.215364,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Rural,Tribe,Household Barrier,5168,Rich | Secondary | Rural | Tribe,BarrierLens AI Predicted Probability,0.401228,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Rural,Tribe,Logistical Barrier,5168,Rich | Secondary | Rural | Tribe,Observed Rate (NFHS-5),0.271865,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Rural,Tribe,Logistical Barrier,5168,Rich | Secondary | Rural | Tribe,BarrierLens AI Predicted Probability,0.425961,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Rural,Tribe,Health Facility Barrier,5168,Rich | Secondary | Rural | Tribe,Observed Rate (NFHS-5),0.416022,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Rural,Tribe,Health Facility Barrier,5168,Rich | Secondary | Rural | Tribe,BarrierLens AI Predicted Probability,0.435715,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Urban,Don't Know,Household Barrier,699,Rich | Secondary | Urban | Don't Know,Observed Rate (NFHS-5),0.153076,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Urban,Don't Know,Household Barrier,699,Rich | Secondary | Urban | Don't Know,BarrierLens AI Predicted Probability,0.283298,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Urban,Don't Know,Logistical Barrier,699,Rich | Secondary | Urban | Don't Know,Observed Rate (NFHS-5),0.27897,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Urban,Don't Know,Logistical Barrier,699,Rich | Secondary | Urban | Don't Know,BarrierLens AI Predicted Probability,0.399672,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Urban,Don't Know,Health Facility Barrier,699,Rich | Secondary | Urban | Don't Know,Observed Rate (NFHS-5),0.413448,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Urban,Don't Know,Health Facility Barrier,699,Rich | Secondary | Urban | Don't Know,BarrierLens AI Predicted Probability,0.426989,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Urban,No Caste/Tribe,Household Barrier,3723,Rich | Secondary | Urban | No Caste/Tribe,Observed Rate (NFHS-5),0.168144,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Urban,No Caste/Tribe,Household Barrier,3723,Rich | Secondary | Urban | No Caste/Tribe,BarrierLens AI Predicted Probability,0.346657,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Urban,No Caste/Tribe,Logistical Barrier,3723,Rich | Secondary | Urban | No Caste/Tribe,Observed Rate (NFHS-5),0.151491,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Urban,No Caste/Tribe,Logistical Barrier,3723,Rich | Secondary | Urban | No Caste/Tribe,BarrierLens AI Predicted Probability,0.279144,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Urban,No Caste/Tribe,Health Facility Barrier,3723,Rich | Secondary | Urban | No Caste/Tribe,Observed Rate (NFHS-5),0.387859,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Urban,No Caste/Tribe,Health Facility Barrier,3723,Rich | Secondary | Urban | No Caste/Tribe,BarrierLens AI Predicted Probability,0.429514,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Urban,Other Caste,Household Barrier,60005,Rich | Secondary | Urban | Other Caste,Observed Rate (NFHS-5),0.15577,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Urban,Other Caste,Household Barrier,60005,Rich | Secondary | Urban | Other Caste,BarrierLens AI Predicted Probability,0.324785,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Urban,Other Caste,Logistical Barrier,60005,Rich | Secondary | Urban | Other Caste,Observed Rate (NFHS-5),0.152004,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Urban,Other Caste,Logistical Barrier,60005,Rich | Secondary | Urban | Other Caste,BarrierLens AI Predicted Probability,0.275368,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Urban,Other Caste,Health Facility Barrier,60005,Rich | Secondary | Urban | Other Caste,Observed Rate (NFHS-5),0.347488,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Urban,Other Caste,Health Facility Barrier,60005,Rich | Secondary | Urban | Other Caste,BarrierLens AI Predicted Probability,0.382497,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Urban,Tribe,Household Barrier,5087,Rich | Secondary | Urban | Tribe,Observed Rate (NFHS-5),0.140554,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Urban,Tribe,Household Barrier,5087,Rich | Secondary | Urban | Tribe,BarrierLens AI Predicted Probability,0.287338,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Urban,Tribe,Logistical Barrier,5087,Rich | Secondary | Urban | Tribe,Observed Rate (NFHS-5),0.132888,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Urban,Tribe,Logistical Barrier,5087,Rich | Secondary | Urban | Tribe,BarrierLens AI Predicted Probability,0.246305,Rail B — BarrierLens AI Predicted Probability
Rich,Secondary,Urban,Tribe,Health Facility Barrier,5087,Rich | Secondary | Urban | Tribe,Observed Rate (NFHS-5),0.273049,Rail A — Observed Rate (NFHS-5)
Rich,Secondary,Urban,Tribe,Health Facility Barrier,5087,Rich | Secondary | Urban | Tribe,BarrierLens AI Predicted Probability,0.318496,Rail B — BarrierLens AI Predicted Probability
